Name,Brand,Price,Image_URL,Product_URL,Category,Description
Mondor 104 Knee High Socks 2 Pack,Mondor,USD 12.00,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/mondor-104-knee-high-socks-2-pack/,Apparel,"Please be advised that all hosiery items (tights, socks etc) are non returnable and final sale due to due to hygiene and health reasons"
Return Label,Figure Skating Store,USD 8.50,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/return-label-1/,Apparel,
Mondor Footed Ice Skating Tights 3301,Mondor,USD 19.99,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/mondor-footed-ice-skating-tights-3301/,Apparel,"Please be advised that all hosiery items (tights, socks etc) are non returnable and final sale due to due to hygiene and health reasons"
Mondor Evolution Over the Boot Ice Skating Tights 3338,Mondor,USD 20.99,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/mondor-evolution-over-the-boot-ice-skating-tights-3338/,Apparel,"Please be advised that all hosiery items (tights, socks etc) are non returnable and final sale due to due to hygiene and health reasons"
Figure Skating Gloves - Competition and Practice,Kami So,USD 19.99,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/figure-skating-gloves-competition-and-practice/,Apparel,60 Day Warranty
Jerry's 1219 Guard Keychains,Jerry Skating World,USD 1.70,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/jerrys-1219-guard-keychains/,Apparel,Key Chain Mini Skate Guard 1219 Size: Appx 2.5 inches
Mondor Footed Ice Skating Tights 3310,Mondor,USD 15.99,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/mondor-footed-ice-skating-tights-3310/,Apparel,"Please be advised that all hosiery items (tights, socks etc) are non returnable and final sale due to due to hygiene and health reasons"
Rockerz Skate Guards,Rockerz,USD 32.99,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/rockerz-skate-guards/,Apparel,This product is non-returnable or exchangeable. A tiny gap due to tension requirement might be present between the two pieces.
Mondor 104 Knee High Socks 2 Pack,Mondor,USD 12.00,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/mondor-104-knee-high-socks-2-pack/,Apparel,"Please be advised that all hosiery items (tights, socks etc) are non returnable and final sale due to due to hygiene and health reasons"
Return Label,Figure Skating Store,USD 8.50,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/return-label-1/,Apparel,
Mondor Footed Ice Skating Tights 3301,Mondor,USD 19.99,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/mondor-footed-ice-skating-tights-3301/,Apparel,"Please be advised that all hosiery items (tights, socks etc) are non returnable and final sale due to due to hygiene and health reasons"
Mondor Evolution Over the Boot Ice Skating Tights 3338,Mondor,USD 20.99,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/mondor-evolution-over-the-boot-ice-skating-tights-3338/,Apparel,"Please be advised that all hosiery items (tights, socks etc) are non returnable and final sale due to due to hygiene and health reasons"
Figure Skating Gloves - Competition and Practice,Kami So,USD 19.99,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/figure-skating-gloves-competition-and-practice/,Apparel,60 Day Warranty
Jerry's 1219 Guard Keychains,Jerry Skating World,USD 1.70,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/jerrys-1219-guard-keychains/,Apparel,Key Chain Mini Skate Guard 1219 Size: Appx 2.5 inches
Jerry's Ice Skating Dress - 526 Frost Petal Dress Size : Youth 10-12,Jerry Skating World,USD 299.98,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/jerry-s-ice-skating-dress-526-frost-petal-dress-size-youth-10-12/,Apparel,
Jerry's Ice Skating Dress - 80 Portend Dress Size Adult Large,Jerry Skating World,USD 214.98,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/jerry-s-ice-skating-dress-80-portend-dress-size-adult-large/,Apparel,
Jerry's Ice Skating Dress - 696 Fancy Fleece Dress (Deep Pink),Jerry Skating World,USD 194.98,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/jerry-s-ice-skating-dress-696-fancy-fleece-dress-deep-pink/,Apparel,Delivery Time 1-4 weeks
Jerry's Ice Skating Dress - 609 Sequin Lining Dress (Ice Blue),Jerry Skating World,USD 249.98,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/jerry-s-ice-skating-dress-609-sequin-lining-dress-ice-blue/,Apparel,Delivery Time 1-4 weeks
Jerry's Ice Skating Dress - 693 Fleece Catwalk Dress  (Green),Jerry Skating World,USD 184.98,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/jerry-s-ice-skating-dress-693-fleece-catwalk-dress-green/,Apparel,Delivery Time 1-4 weeks
Jerry's Ice Skating Dress - 693 Fleece Catwalk Dress (Blue),Jerry Skating World,USD 184.98,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/jerry-s-ice-skating-dress-693-fleece-catwalk-dress-blue/,Apparel,Delivery Time 1-4 weeks
Jerry's Ice Skating Dress - 688 Skatesong Dress (Purple),Jerry Skating World,USD 149.98,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/jerry-s-ice-skating-dress-688-skatesong-dress-purple/,Apparel,Delivery Time 1-4 weeks
Jerry's Ice Skating Dress - 647 Brilliance Dress (Sky Blue),Jerry Skating World,USD 204.98,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/jerry-s-ice-skating-dress-647-brilliance-dress-sky-blue/,Apparel,Delivery Time 1-4 weeks
Jerry's Ice Skating Dress - 646 Starbrite Dress (Royal Blue),Jerry Skating World,USD 194.98,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/jerry-s-ice-skating-dress-646-starbrite-dress-royal-blue/,Apparel,Delivery Time 1-4 weeks
Jerry's Ice Skating Dress - 645 Shimmer Dress (Emerald Green),Jerry Skating World,USD 204.98,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/jerry-s-ice-skating-dress-645-shimmer-dress-emerald-green/,Apparel,Delivery Time 1-4 weeks
Jerry's Ice Skating Dress - 645 Shimmer Dress (Ballet Pink),Jerry Skating World,USD 204.98,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/jerry-s-ice-skating-dress-645-shimmer-dress-ballet-pink/,Apparel,Delivery Time 1-4 weeks
Jerry's Ice Skating Dress - 627 Opera Gloves Dress (Soft Iris),Jerry Skating World,USD 249.98,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/jerry-s-ice-skating-dress-627-opera-gloves-dress-soft-iris/,Apparel,Delivery Time 1-4 weeks
Jerry's Ice Skating Dress - 627 Opera Gloves Dress (Pink Glow),Jerry Skating World,USD 249.98,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/jerry-s-ice-skating-dress-627-opera-gloves-dress-pink-glow/,Apparel,Delivery Time 1-4 weeks
Jerry's Ice Skating Dress - 614 Crystal Kisses Dress (Turquoise),Jerry Skating World,USD 299.98,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/jerry-s-ice-skating-dress-614-crystal-kisses-dress-turquoise/,Apparel,Delivery Time 1-4 weeks
Jerry's Ice Skating Dress - 611 Embellishment Dress (Pink),Jerry Skating World,USD 339.98,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/jerry-s-ice-skating-dress-611-embellishment-dress-pink/,Apparel,Delivery Time 1-4 weeks
Jerry's Ice Skating Dress - 611 Embellishment Dress (Navy),Jerry Skating World,USD 339.98,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/jerry-s-ice-skating-dress-611-embellishment-dress-navy/,Apparel,Delivery Time 1-4 weeks
Jerry's Ice Skating Dress - 596 Crystal Fanfare Dress (Royal Blue),Jerry Skating World,USD 289.98,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/jerry-s-ice-skating-dress-596-crystal-fanfare-dress-royal-blue/,Apparel,Delivery Time 1-4 weeks
Jerry's Ice Skating Dress - 545 Lace Lives On Dress (Jet Black),Jerry Skating World,USD 274.98,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/jerry-s-ice-skating-dress-545-lace-lives-on-dress-jet-black/,Apparel,Delivery Time 1-4 weeks
Jerry's Ice Skating Dress - 533 Freeze Dress (Pine Freeze),Jerry Skating World,USD 389.98,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/jerry-s-ice-skating-dress-533-freeze-dress-pine-freeze/,Apparel,Delivery Time 1-4 weeks
Jerry's Ice Skating Dress - 528 Softly Sequins Dress (Soft Yellow),Jerry Skating World,USD 284.98,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/jerry-s-ice-skating-dress-528-softly-sequins-dress-soft-yellow/,Apparel,Delivery Time 1-4 weeks
Jerry's Ice Skating Dress - 95 Classic Lace Dance Dress (Royal),Jerry Skating World,USD 214.98,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/jerry-s-ice-skating-dress-95-classic-lace-dance-dress-royal/,Apparel,Delivery Time 1-4 weeks
Jerry's Ice Skating Dress - 85 Demi-Pointe Dress (Navy Blue),Jerry Skating World,USD 224.98,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/jerry-s-ice-skating-dress-85-demi-pointe-dress-navy-blue/,Apparel,Delivery Time 1-4 weeks
Jerry's Ice Skating Dress - 235 Confident Dress Size Adult Medium,Jerry Skating World,USD 244.98,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/jerry-s-ice-skating-dress-235-confident-dress-size-adult-medium/,Apparel,
Jerry's Ice Skating Dress - 84 Indispensable Dress Youth 12-14,Jerry Skating World,USD 144.98,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/jerry-s-ice-skating-dress-84-indispensable-dress-youth-12-14/,Apparel,
Jerry's Ice Skating Dress - 611 Embellishment Dress - Wine Youth 10-12,Jerry Skating World,USD 299.98,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/jerry-s-ice-skating-dress-611-embellishment-dress-wine-youth-10-12/,Apparel,
Jerry's Ice Skating Dress - 84 Indispensable Dress Youth 10-12,Jerry Skating World,USD 144.98,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/jerry-s-ice-skating-dress-84-indispensable-dress-youth-10-12/,Apparel,
Jerry's Ice Skating Dress -Aurora AA014 Royal Renaissance Dress Size Adult Small,,USD 309.98,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/jerry-s-ice-skating-dress-aurora-aa014-royal-renaissance-dress-size-adult-small/,Apparel,
"IceDress Figure Skating Dress - Thermal - Todes (Size AL, Green, Black and White)",IceDress,USD 180.52,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/copy-of-icedress-figure-skating-dress-thermal-todes-green-black-and-white/,Apparel,IceDRESS APPAREL FITS SMALLER THEN OTHER BRANDS - PLEASE LOOK AT THE SIZING CHART
Elite Xpression - Black Crop Top Dress with Mesh Dress (Size M),Elite Xpression,USD 199.00,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/elite-xpression-black-crop-top-dress-with-mesh-dress-size-m/,Apparel,Black dress with long sleeves and a two layered chiffon skirt for figure skating by Elite Xpression.
Jerry's Ice Skating Dress - 605 White Knight Dress - Black Night Size : Youth 10-12,Jerry Skating World,USD 249.98,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/jerry-s-ice-skating-dress-605-white-knight-dress-black-night-size-youth-10-12/,Apparel,
Jerry's Ice Skating Dress - 209 Rhinestone Rhumba Dress - Cobalt Blue,Jerry Skating World,USD 329.98,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/jerrys-ice-skating-dress-209-rhinestone-rhumba-dress-cobalt-blue/,Apparel,Delivery Time 1-4 weeks
Jerry's Ice Skating Dress - 140 Dancesse Dress - Black/Rose,Jerry Skating World,USD 299.98,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/jerrys-ice-skating-dress-140-dancesse-dress-black-rose/,Apparel,Delivery Time 1-4 weeks
Jerry's Ice Skating Dress - 140 Dancesse Dress - Black/Lilac,Jerry Skating World,USD 299.98,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/jerrys-ice-skating-dress-140-dancesse-dress-black-lilac/,Apparel,Delivery Time 1-4 weeks
Jerry's Ice Skating Dress - 134 24-Karat Kilian Dress,Jerry Skating World,USD 289.98,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/jerrys-ice-skating-dress-134-24-karat-kilian-dress/,Apparel,Delivery Time 1-4 weeks
Jerry's Ice Skating Dress - 131 Fire & Foxtrot Dress,Jerry Skating World,USD 289.98,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/jerrys-ice-skating-dress-131-fire-foxtrot-dress/,Apparel,Delivery Time 1-4 weeks
Jerry's Ice Skating Dress - 129 Dance After Eight Dress,Jerry Skating World,USD 259.98,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/jerrys-ice-skating-dress-129-dance-after-eight-dress/,Apparel,Delivery Time 1-4 weeks
Jerry's Ice Skating Dress - 127 Vanilla Swizzle Dress,Jerry Skating World,USD 274.98,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/jerrys-ice-skating-dress-127-vanilla-swizzle-dress/,Apparel,Delivery Time 1-4 weeks
Jerry's Ice Skating Dress - 125 Shoulder Chic Dress,Jerry Skating World,USD 249.98,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/jerrys-ice-skating-dress-125-shoulder-chic-dress/,Apparel,Delivery Time 1-4 weeks
Jerry's Ice Skating Dress - 120 Swishy Swing Dress - White,Jerry Skating World,USD 289.98,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/jerrys-ice-skating-dress-120-swishy-swing-dress-white/,Apparel,Delivery Time 1-4 weeks
Jerry's Ice Skating Dress - 120 Swishy Swing Dress - Pearl Pink,Jerry Skating World,USD 289.98,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/jerrys-ice-skating-dress-120-swishy-swing-dress-pearl-pink/,Apparel,Delivery Time 1-4 weeks
Mondor Footed Ice Skating Tights 3310,Mondor,USD 15.99,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/mondor-footed-ice-skating-tights-3310/,Apparel,"Please be advised that all hosiery items (tights, socks etc) are non returnable and final sale due to due to hygiene and health reasons"
Rockerz Skate Guards,Rockerz,USD 32.99,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/rockerz-skate-guards/,Apparel,This product is non-returnable or exchangeable. A tiny gap due to tension requirement might be present between the two pieces.
Mondor 104 Knee High Socks 2 Pack,Mondor,USD 12.00,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/mondor-104-knee-high-socks-2-pack/,Apparel,"Please be advised that all hosiery items (tights, socks etc) are non returnable and final sale due to due to hygiene and health reasons"
Return Label,Figure Skating Store,USD 8.50,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/return-label-1/,Apparel,
Mondor Footed Ice Skating Tights 3301,Mondor,USD 19.99,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/mondor-footed-ice-skating-tights-3301/,Apparel,"Please be advised that all hosiery items (tights, socks etc) are non returnable and final sale due to due to hygiene and health reasons"
